,Bio,Profession,Gender
470,"_ graduated from Lehigh University in 1988 with a Bachelor of Arts degree and _ earned _ NJ State Teacher Certificate K-8 from Kean College in 1996. _ is a former Archer parent who has been very busy raising _ family for the past thirteen years. During that time, Kathy was also an active community volunteer. _ also gained experience working as the Outreach Division Assistant for the Alpine Learning Group. _ is thrilled to become part of the Archer Family!",teacher,F
471,"_ experience includes residential, commercial and institutional projects. Before forming DIGBAR, _ was principal of _ A. _, Architect, an architectural firm focused on carefully conceived and thought out design with the intent of providing engaging experiences to its users and tireless service to its clients. Prior to opening _ own practice, _ was responsible for the design and production of many high quality and award winning projects for several renowned architectural firms in southern California.",architect,M
472,Dr. _ earned _ medical degree at Rush Medical College and completed General Surgery training at Oregon Health and Science Institute. _ earned a Master's of Public Health degree with a Health Services focus while in the Robert Wood Johnson Foundation Clinical Scholars Program at University of Washington. Dr. _ completed _ training with a Colon and Rectal Surgery fellowship at University of Minnesota and joined the University of Michigan faculty in 2003.,professor,F
473,"In 2008, _ choreographed ‘Ballad of Emmet Till’ directed by Oz Scott for The Goodman Theater in Chicago. _ has choreographed works for numerous dance theaters and companies, among them, Williams/Henry Contemporary Dance Theater of Kansas City, Dallas Black Dance Theater of Dallas, and Cleo Parker Robinson Dance of Denver. _ has also choreographed works for Deeply Rooted Dance Theater in Chicago, Il, where _ is Associate Artistic Director. That company’s mission is to re-imagine and diversify contemporary dance by bringing together modern, classical, and African-American traditions in movement. Deeply Rooted Dance Theater",professor,M
474,"Craig Venter Institute working in the Infectious Disease group. Dr. _’s research focuses on microbe-host interactions. Prior to _ appointment at JCVI, Dr. _ was a post-doctoral fellow at the University of California, San Francisco, where _ was awarded American Lung Association Senior Research Training Fellowship, American Cancer Society Postdoctoral Fellowship and NIH-NIAID Pathway to Independence Award (K99/R00). _ received _ PhD from the University of California, Santa Cruz in Microbiology and Environmental Toxicology, and _ undergraduate degree from the Middle East Technical University, Ankara, Turkey.",professor,F
475,"_ is a certified Anusara teacher under John Friend and after a five-year-long study at the Shambhala Meditation Center in New York City, _ has become a Shambhala Guide.",yoga_teacher,F
476,"_ earned a Bachelors of Environmental Design from Texas A&M University in 1998, and before that built houses in Massachusetts and Texas. Throughout _ career _ has worked on wide variety civic and education projects for firms like Corgan Associates, Inc., Frank Welch & Associates, and GFF Architects, as well as residential projects for MorrisonSeifertMurphy. _ joined Marek Architecture in 2016 and strives to utilize _ understanding of building science and the exploration of materials and techniques.",architect,M
477,"_ blog, Homestead Revival, is a glimpse into _ journey to reclaim the home as a place of ministry to the family while encouraging women of all ages to join _ in that endeavor. _’s passion is to see the next generation embrace being keepers of the home by living a simple life closer to the land (Titus 2:4-5; Thess. 4:11).",pastor,F
478,"_ is fellowship-trained and completed _ post-graduate studies in Australia, London, and New York. _ areas of expertise include coronary artery bypass surgery, vascular surgery, aortic valve replacement, mitral valve repair, valvular open-heart surgery, and endovascular aortic stenting, among others. _ is committed to patient education and deeply passionate about providing evidence-based treatment and management programs that are customized to fit the unique needs of each patient.",surgeon,M
479,"Dr. _ graduated from Ross University School of Medicine in 2004 and has been in practice for 8 years. _ completed a residency at U S Department of Veterans Affairs. Dr. _ accepts multiple insurance plans including QualCare, Medicare and Humana. In addition to English, Dr. _'s practice supports this language: Spanish.",surgeon,M
480,_ works part time as _ is also raising a young family and wants to balance _ work and family life. _ is a keen blogger and often writes about health topics.,nurse,F
481,"_ received _ bachelor's degree from China University of Mining and Technology and _ Master's degree from the University of Texas-Pan American. Then _ went on to earn _ Ph.D. in mathematics from Texas A&M University. Prior to joining Towson University, _ worked as a post-doctoral scholar at the University of South Florida. _ research interests are in Partial Differential Equations, Computational Fluid Dynamics and Mathematical Physics. _ is enthusiastic about teaching and has 7 years of classroom teaching experience.",professor,F
482,"Candidate at Eastern Mediterranean University, Department of Architecture, Famagusta. _ is part of Imaginary Famagusta (IF) Initiative focusing on roles of urbanism and architecture on reconciliation processes in Cyprus contributing to Hands-On Famagusta project as well as the Cyprus Pavilion in 15th Architecture Biennial of Venice named Contested Fronts. _ won several awards for architectural projects. _ works focus on bridging the gap between theory and practice revealing the empowering nature of the practice of architecture through enquiries on power, body, politics and subjectivity.",architect,M
